DOI,Publisher,Year,DOI manually added based on…,
10.1016/j.jbiotec.2016.03.009,Elsevier,2016,,
10.1016/j.jbiotec.2016.08.011,Elsevier,2016,,
10.1016/j.jbiotec.2016.10.009,Elsevier,2016,,
10.1016/j.jbiotec.2016.12.022,Elsevier,2016,,
10.1016/j.biortech.2016.03.037,Elsevier,2016,,
10.1016/j.biortech.2016.04.120,Elsevier,2016,,
10.1016/j.biortech.2016.05.035,Elsevier,2016,,
10.1016/j.biortech.2016.05.040,Elsevier,2016,,
10.1016/j.biortech.2016.08.009,Elsevier,2016,,
10.1016/j.biortech.2016.11.068,Elsevier,2016,,
10.1016/j.biortech.2016.11.071,Elsevier,2016,,
10.1016/j.clbc.2016.04.001,Elsevier,2016,,
10.1016/j.clcc.2016.02.012,Elsevier,2016,,
10.1016/j.clcc.2016.04.006,Elsevier,2016,,
10.1016/j.coal.2016.07.012,Elsevier,2016,,
10.1016/j.coal.2016.09.011,Elsevier,2016,,
10.1016/j.coal.2016.08.003,Elsevier,2016,,
10.1016/j.coi.2016.02.002,Elsevier,2016,,
10.1016/j.coi.2016.05.009,Elsevier,2016,,
10.1016/j.mib.2016.03.007,Elsevier,2016,,
10.1016/j.mib.2016.04.005,Elsevier,2016,,
10.1016/j.mib.2016.07.001,Elsevier,2016,,
10.1016/j.mib.2016.07.008,Elsevier,2016,,
10.1016/j.coviro.2016.01.004,Elsevier,2016,,
10.1016/j.coviro.2016.05.002,Elsevier,2016,,
10.1016/j.coviro.2016.11.001,Elsevier,2016,,
10.1016/j.coviro.2016.11.004,Elsevier,2016,,
10.1016/j.coviro.2016.11.006,Elsevier,2016,,
10.1016/j.carpath.2016.06.004,Elsevier,2016,,
10.1016/j.dci.2016.03.003,Elsevier,2016,,
10.1016/j.dci.2016.03.010,Elsevier,2016,,
10.1016/j.dci.2016.03.024,Elsevier,2016,,
10.1016/j.dci.2016.06.025,Elsevier,2016,,
10.1016/j.dci.2016.08.016,Elsevier,2016,,
10.1016/j.dci.2016.10.014,Elsevier,2016,,
10.1016/j.diagmicrobio.2016.01.012,Elsevier,2016,,
10.1016/j.diagmicrobio.2016.11.020,Elsevier,2016,,
10.1016/j.enconman.2016.04.073,Elsevier,2016,,
10.1016/j.enconman.2016.09.029,Elsevier,2016,,
10.1016/j.energy.2016.02.122,Elsevier,2016,,
10.1016/j.energy.2016.04.129,Elsevier,2016,,
10.1016/j.energy.2016.06.089,Elsevier,2016,,
10.1016/j.energy.2016.08.072,Elsevier,2016,,
10.1016/j.energy.2016.09.011,Elsevier,2016,,
10.1016/j.energy.2016.09.097,Elsevier,2016,,
10.1016/j.energy.2016.10.094,Elsevier,2016,,
10.1016/j.eist.2015.12.002,Elsevier,2016,,
10.1016/j.eist.2016.04.005,Elsevier,2016,,
10.1016/j.eist.2016.07.002,Elsevier,2016,,
10.1016/j.eist.2016.09.001,Elsevier,2016,,
10.1016/j.eist.2016.09.004,Elsevier,2016,,
10.1016/j.eist.2016.10.001,Elsevier,2016,,
10.1016/j.eist.2016.10.003,Elsevier,2016,,
10.1016/j.enbuild.2016.01.030,Elsevier,2016,,
10.1016/j.enbuild.2016.03.009,Elsevier,2016,,
10.1016/j.enbuild.2016.05.077,Elsevier,2016,,
10.1016/j.enbuild.2016.05.095,Elsevier,2016,,
10.1016/j.enbuild.2016.08.016,Elsevier,2016,,
10.1016/j.enbuild.2016.12.049,Elsevier,2016,,
10.1016/j.eneco.2016.02.010,Elsevier,2016,,
10.1016/j.eneco.2016.04.016,Elsevier,2016,,
10.1016/j.eneco.2016.08.010,Elsevier,2016,,
10.1016/j.eneco.2016.10.010,Elsevier,2016,,
10.1016/j.envsci.2016.01.010,Elsevier,2016,,
10.1016/j.envsci.2016.02.003,Elsevier,2016,,
10.1016/j.envsci.2016.02.004,Elsevier,2016,,
10.1016/j.envsci.2016.03.003,Elsevier,2016,,
10.1016/j.envsci.2016.03.007,Elsevier,2016,,
10.1016/j.envsci.2016.03.012,Elsevier,2016,,
10.1016/j.envsci.2016.03.018,Elsevier,2016,,
10.1016/j.envsci.2016.05.012,Elsevier,2016,,
10.1016/j.envsci.2016.06.010,Elsevier,2016,,
10.1016/j.envsci.2016.07.010,Elsevier,2016,,
10.1016/j.epsr.2016.10.004,Elsevier,2016,,
10.1016/j.epsr.2016.11.007,Elsevier,2016,,
10.1016/j.erss.2016.04.002,Elsevier,2016,,
10.1016/j.erss.2016.04.004,Elsevier,2016,,
10.1016/j.erss.2016.06.002,Elsevier,2016,,
10.1016/j.erss.2016.06.006,Elsevier,2016,,
10.1016/j.erss.2016.08.022,Elsevier,2016,,
10.1016/j.fuproc.2016.10.014,Elsevier,2016,,
10.1016/j.fusengdes.2016.08.020,Elsevier,2016,,
10.1016/j.geothermics.2016.05.002,Elsevier,2016,,
10.1016/j.geothermics.2016.06.004,Elsevier,2016,,
10.1016/j.geothermics.2016.06.014,Elsevier,2016,,
10.1016/j.ijheatmasstransfer.2016.01.080,Elsevier,2016,,
10.1016/j.ijheatmasstransfer.2016.09.062,Elsevier,2016,,
10.1016/j.ijheatmasstransfer.2016.08.076,Elsevier,2016,,
10.1016/j.ijheatmasstransfer.2016.10.122,Elsevier,2016,,
10.1016/j.ijcard.2016.02.003,Elsevier,2016,,
10.1016/j.ijcard.2016.03.062,Elsevier,2016,,
10.1016/j.ijcard.2016.03.068,Elsevier,2016,,
10.1016/j.ijcard.2016.04.150,Elsevier,2016,,
10.1016/j.ijcard.2016.04.171,Elsevier,2016,,
10.1016/j.ijcard.2016.05.037,Elsevier,2016,,
10.1016/j.ijcard.2016.06.061,Elsevier,2016,,
10.1016/j.ijcard.2016.06.283,Elsevier,2016,,
10.1016/j.ijcard.2016.07.101,Elsevier,2016,,
10.1016/j.ijcard.2016.08.210,Elsevier,2016,,
10.1016/j.ijcard.2016.08.254,Elsevier,2016,,
10.1016/j.ijcard.2016.09.010,Elsevier,2016,,
10.1016/j.ijcard.2016.09.006,Elsevier,2016,,
10.1016/j.ijcard.2016.09.108,Elsevier,2016,,
10.1016/j.ijcard.2016.09.043,Elsevier,2016,,
10.1016/j.ijcard.2016.10.018,Elsevier,2016,,
10.1016/j.ijcard.2016.10.080,Elsevier,2016,,
10.1016/j.ijcard.2016.11.016,Elsevier,2016,,
10.1016/j.ijcard.2016.11.038,Elsevier,2016,,
10.1016/j.ijcard.2016.11.043,Elsevier,2016,,
10.1016/j.ijcard.2016.11.061,Elsevier,2016,,
10.1016/j.ijcard.2016.11.089,Elsevier,2016,,
10.1016/j.imbio.2016.02.006,Elsevier,2016,,
10.1016/j.imbio.2016.06.014,Elsevier,2016,,
10.1016/j.imbio.2016.10.019,Elsevier,2016,,
10.1016/j.jweia.2016.04.008,Elsevier,2016,,
10.1016/j.jweia.2016.10.008,Elsevier,2016,,
10.1016/j.biombioe.2016.01.005,Elsevier,2016,,
10.1016/j.biombioe.2016.07.003,Elsevier,2016,,
10.1016/j.biombioe.2016.07.008,Elsevier,2016,,
10.1016/j.biombioe.2016.08.004,Elsevier,2016,,
10.1016/j.jcv.2016.01.004,Elsevier,2016,,
10.1016/j.jcv.2016.01.009,Elsevier,2016,,
10.1016/j.jcv.2016.08.295,Elsevier,2016,,
10.1016/j.jcv.2016.10.008,Elsevier,2016,,
10.1016/j.jcv.2016.10.019,Elsevier,2016,,
10.1016/j.ijepes.2016.08.009,Elsevier,2016,,
10.1016/j.enpol.2015.12.016,Elsevier,2016,,
10.1016/j.enpol.2016.03.054,Elsevier,2016,,
10.1016/j.enpol.2016.07.011,Elsevier,2016,,
10.1016/j.enpol.2016.08.007,Elsevier,2016,,
10.1016/j.enpol.2016.08.032,Elsevier,2016,,
10.1016/j.enpol.2016.09.055,Elsevier,2016,,
10.1016/j.fuel.2016.06.113,Elsevier,2016,,
10.1016/j.fuel.2016.08.009,Elsevier,2016,,
10.1016/j.fuel.2016.10.084,Elsevier,2016,,
10.1016/j.jim.2016.04.002,Elsevier,2016,,
10.1016/j.jngse.2016.03.018,Elsevier,2016,,
10.1016/j.jngse.2016.08.008,Elsevier,2016,,
10.1016/j.pecs.2016.07.001,Elsevier,2016,,
10.1016/j.pecs.2016.12.001,Elsevier,2016,,
10.1016/j.jri.2016.03.003,Elsevier,2016,,
10.1016/j.jri.2016.05.002,Elsevier,2016,,
10.1016/j.jri.2016.06.009,Elsevier,2016,,
10.1016/j.jri.2016.11.004,Elsevier,2016,,
10.1016/j.resourpol.2016.03.005,Elsevier,2016,,
10.1016/j.resourpol.2016.04.010,Elsevier,2016,,
10.1016/j.resourpol.2016.04.012,Elsevier,2016,,
10.1016/j.resourpol.2016.12.006,Elsevier,2016,,
10.1016/j.jup.2016.01.006,Elsevier,2016,,
10.1016/j.jup.2016.04.001,Elsevier,2016,,
10.1016/j.jup.2016.11.001,Elsevier,2016,,
10.1016/j.jup.2016.10.008,Elsevier,2016,,
10.1016/j.leukres.2016.03.010,Elsevier,2016,,
10.1016/j.leukres.2016.09.005,Elsevier,2016,,
10.1016/j.lungcan.2016.09.008,Elsevier,2016,,
10.1016/j.meegid.2016.04.019,Elsevier,2016,,
10.1016/j.micres.2016.04.018,Elsevier,2016,,
10.1016/j.mimet.2016.06.002,Elsevier,2016,,
10.1016/j.molimm.2016.06.004,Elsevier,2016,,
10.1016/j.molimm.2016.09.001,Elsevier,2016,,
10.1016/j.nanoen.2016.02.003,Elsevier,2016,,
10.1016/j.critrevonc.2016.01.024,Elsevier,2016,,
10.1016/j.critrevonc.2016.03.008,Elsevier,2016,,
10.1016/j.critrevonc.2016.05.008,Elsevier,2016,,
10.1016/j.critrevonc.2016.07.007,Elsevier,2016,,
10.1016/j.critrevonc.2016.08.001,Elsevier,2016,,
10.1016/j.critrevonc.2016.10.011,Elsevier,2016,,
10.1016/j.oraloncology.2016.05.016,Elsevier,2016,,
10.1016/j.oraloncology.2016.06.012,Elsevier,2016,,
10.1016/j.oraloncology.2016.10.002,Elsevier,2016,,
10.1016/j.oraloncology.2016.11.013,Elsevier,2016,,
10.1016/j.petrol.2015.12.001,Elsevier,2016,,
10.1016/j.petrol.2016.06.009,Elsevier,2016,,
10.1016/j.petrol.2016.07.007,Elsevier,2016,,
10.1016/j.petrol.2016.10.024,Elsevier,2016,,
10.1016/j.jpowsour.2016.06.092,Elsevier,2016,,
10.1016/j.jpowsour.2016.07.007,Elsevier,2016,,
10.1016/j.jpowsour.2016.11.043,Elsevier,2016,,
10.1016/j.resconrec.2015.11.019,Elsevier,2016,,
10.1016/j.resconrec.2016.03.013,Elsevier,2016,,
10.1016/j.resconrec.2016.04.015,Elsevier,2016,,
10.1016/j.resconrec.2016.05.012,Elsevier,2016,,
10.1016/j.resconrec.2016.08.026,Elsevier,2016,,
10.1016/j.resconrec.2016.09.015,Elsevier,2016,,
10.1016/j.resconrec.2016.12.002,Elsevier,2016,,
10.1016/j.renene.2016.04.076,Elsevier,2016,,
10.1016/j.renene.2016.08.008,Elsevier,2016,,
10.1016/j.renene.2016.08.069,Elsevier,2016,,
10.1016/j.renene.2016.10.037,Elsevier,2016,,
10.1016/j.renene.2016.10.078,Elsevier,2016,,
10.1016/j.reseneeco.2016.02.005,Elsevier,2016,,
10.1016/j.reseneeco.2016.03.003,Elsevier,2016,,
10.1016/j.resuscitation.2016.03.012,Elsevier,2016,,
10.1016/j.resuscitation.2016.06.006,Elsevier,2016,,
10.1016/j.resuscitation.2016.06.009,Elsevier,2016,,
10.1016/j.resuscitation.2016.06.033,Elsevier,2016,,
10.1016/j.resuscitation.2016.07.004,Elsevier,2016,,
10.1016/j.resuscitation.2016.10.022,Elsevier,2016,,
10.1016/j.resuscitation.2016.12.005,Elsevier,2016,,
10.1016/j.rser.2015.12.100,Elsevier,2016,,
10.1016/j.rser.2016.01.068,Elsevier,2016,,
10.1016/j.rser.2016.01.097,Elsevier,2016,,
10.1016/j.rser.2016.01.112,Elsevier,2016,,
10.1016/j.rser.2016.03.038,Elsevier,2016,,
10.1016/j.rser.2016.04.058,Elsevier,2016,,
10.1016/j.rser.2016.06.008,Elsevier,2016,,
10.1016/j.rser.2016.07.021,Elsevier,2016,,
10.1016/j.rser.2016.08.007,Elsevier,2016,,
10.1016/j.rser.2016.09.048,Elsevier,2016,,
10.1016/j.rser.2016.11.036,Elsevier,2016,,
10.1016/j.rser.2016.11.039,Elsevier,2016,,
10.1016/j.seta.2016.02.001,Elsevier,2016,,
10.1016/j.solmat.2015.12.026,Elsevier,2016,,
10.1016/j.solmat.2016.01.016,Elsevier,2016,,
10.1016/j.solmat.2016.02.006,Elsevier,2016,,
10.1016/j.solmat.2016.05.041,Elsevier,2016,,
10.1016/j.syapm.2016.08.001,Elsevier,2016,,
10.1016/j.tcm.2016.04.001,Elsevier,2016,,
10.1016/j.trim.2016.04.008,Elsevier,2016,,
10.1016/j.trim.2016.07.005,Elsevier,2016,,
10.1016/j.ttbdis.2016.12.012,Elsevier,2016,,
10.1016/j.uclim.2016.10.003,Elsevier,2016,,
10.1016/j.vetimm.2016.01.009,Elsevier,2016,,
10.1016/j.vetimm.2016.04.005,Elsevier,2016,,
10.1016/j.vetmic.2016.07.013,Elsevier,2016,,
10.1016/j.vetmic.2016.09.006,Elsevier,2016,,
10.1016/j.vetpar.2016.07.029,Elsevier,2016,,
10.1016/j.vetpar.2016.10.012,Elsevier,2016,,
10.1016/j.jviromet.2016.04.022,Elsevier,2016,,
10.1016/j.jviromet.2016.12.007,Elsevier,2016,,
10.1016/j.virusres.2016.04.001,Elsevier,2016,,
10.1016/j.virusres.2016.05.031,Elsevier,2016,,
10.1016/j.virusres.2016.08.004,Elsevier,2016,,
10.1016/j.virusres.2016.11.011,Elsevier,2016,,
10.1016/j.bcmd.2016.06.009,Elsevier,2016,,
10.1016/j.bcmd.2016.10.008,Elsevier,2016,,
10.1016/j.clim.2016.05.005,Elsevier,2016,,
10.1016/j.clim.2016.06.012,Elsevier,2016,,
10.1016/j.clim.2016.07.025,Elsevier,2016,,
10.1016/j.clim.2016.09.004,Elsevier,2016,,
10.1016/j.ctrv.2016.02.007,Elsevier,2016,,
10.1016/j.ctrv.2016.04.002,Elsevier,2016,,
10.1016/j.ctrv.2016.11.001,Elsevier,2016,,
10.1016/j.ctrv.2016.11.008,Elsevier,2016,,
10.1016/j.ctrv.2016.11.010,Elsevier,2016,,
10.1016/j.cyto.2016.09.025,Elsevier,2016,,
10.1016/j.ejon.2016.03.009,Elsevier,2016,,
10.1016/j.fgb.2016.01.006,Elsevier,2016,,
10.1016/j.fgb.2016.03.003,Elsevier,2016,,
10.1016/j.fgb.2016.06.001,Elsevier,2016,,
10.1016/j.fgb.2016.08.005,Elsevier,2016,,
10.1016/j.fgb.2016.12.005,Elsevier,2016,,
10.1016/j.fsi.2016.06.049,Elsevier,2016,,
10.1016/j.jaut.2016.01.002,Elsevier,2016,,
10.1016/j.jaut.2016.11.005,Elsevier,2016,,
10.1016/j.cardfail.2016.05.002,Elsevier,2016,,
10.1016/j.cardfail.2016.06.422,Elsevier,2016,,
10.1016/j.cardfail.2016.09.006,Elsevier,2016,,
10.1053/j.jvca.2016.04.021,Elsevier,2016,,
10.1053/j.jvca.2016.08.014,Elsevier,2016,,
10.1016/j.jelectrocard.2016.01.004,Elsevier,2016,,
10.1016/j.jelectrocard.2016.03.009,Elsevier,2016,,
10.1016/j.jelectrocard.2016.03.013,Elsevier,2016,,
10.1016/j.jelectrocard.2016.07.008,Elsevier,2016,,
10.1016/j.jelectrocard.2016.10.012,Elsevier,2016,,
10.1016/j.jelectrocard.2016.11.006,Elsevier,2016,,
10.1016/j.jmb.2016.02.002,Elsevier,2016,,
10.1016/j.jmb.2016.11.006,Elsevier,2016,,
10.1016/j.jmb.2016.11.032,Elsevier,2016,,
10.1016/j.yjmcc.2016.04.005,Elsevier,2016,,
10.1016/j.ahj.2016.02.012,Elsevier,2016,,
10.1016/j.ahj.2016.03.023,Elsevier,2016,,
10.1016/j.ahj.2016.03.025,Elsevier,2016,,
10.1016/j.ahj.2016.09.009,Elsevier,2016,,
10.1016/j.ahj.2016.12.008,Elsevier,2016,,
10.1016/j.mvr.2016.02.001,Elsevier,2016,,
10.1016/j.mvr.2016.03.001,Elsevier,2016,,
10.1016/j.placenta.2016.11.014,Elsevier,2016,,
10.1016/j.smim.2016.04.004,Elsevier,2016,,
10.1016/j.smim.2016.06.003,Elsevier,2016,,
10.1016/j.smim.2016.09.002,Elsevier,2016,,
10.1053/j.semtcvs.2016.02.012,Elsevier,2016,,
10.1159/000448693,Karger,2016,,
10.1159/000449419,Karger,2016,,
10.1159/000451060,Karger,2016,,
10.1159/000442513,Karger,2016,,
10.1159/000443363,Karger,2016,,
10.1159/000444120,Karger,2016,,
10.1159/000445047,Karger,2016,,
10.1159/000447020,Karger,2016,,
10.1159/000443606,Karger,2016,,
10.1159/000442521,Karger,2016,,
10.1159/000444282,Karger,2016,,
10.1159/000445529,Karger,2016,,
10.1159/000446160,Karger,2016,,
10.1159/000444683,Karger,2016,,
10.1159/000450926,Karger,2016,,
10.1159/000451034,Karger,2016,,
10.1159/000445024,Karger,2016,,
10.1159/000444791,Karger,2016,,
10.1159/000444849,Karger,2016,,
10.1159/000449131,Karger,2016,,
10.1159/000448806,Karger,2016,,
10.1159/000448135,Karger,2016,,
10.1159/000445221,Karger,2016,,
10.1159/000445257,Karger,2016,,
10.1159/000447377,Karger,2016,,
10.1159/000445958,Karger,2016,,
10.1159/000444147,Karger,2016,,
10.1159/000443642,Karger,2016,,
10.1159/000441802,Karger,2016,,
10.1159/000447647,Karger,2016,,
10.1159/000446839,Karger,2016,,
10.1159/000445347,Karger,2016,,
10.1159/000445432,Karger,2016,,
10.1159/000448706,Karger,2016,,
10.1159/000446431,Karger,2016,,
10.1159/000444424,Karger,2016,,
10.1159/000442154,Karger,2016,,
10.1159/000448753,Karger,2016,,
10.1159/000441251,Karger,2016,,
10.1159/000444583,Karger,2016,,
10.1159/000445376,Karger,2016,,
10.1159/000444877,Karger,2016,,
10.1159/000445074,Karger,2016,,
10.1159/000443954,Karger,2016,,
10.1159/000449385,Karger,2016,,
10.1159/000448893,Karger,2016,,
10.1159/000448553,Karger,2016,,
10.1159/000443685,Karger,2016,,
10.1159/000443734,Karger,2016,,
10.1159/000444055,Karger,2016,,
10.1159/000446604,Karger,2016,,
10.1159/000444996,Karger,2016,,
10.1159/000448400,Karger,2016,,
10.1159/000447331,Karger,2016,,
10.1159/000443401,Karger,2016,,
10.1159/000443016,Karger,2016,,
10.1159/000445687,Karger,2016,,
10.1159/000444206,Karger,2016,,
10.1159/000446203,Karger,2016,,
10.1159/000445101,Karger,2016,,
10.1159/000445283,Karger,2016,,
10.1159/000445284,Karger,2016,,
10.1159/000444210,Karger,2016,,
10.1159/000444121,Karger,2016,,
10.1159/000444006,Karger,2016,,
10.1159/000443320,Karger,2016,,
10.1159/000443823,Karger,2016,,
10.1159/000443874,Karger,2016,,
10.1159/000448941,Karger,2016,,
10.1159/000448238,Karger,2016,,
10.1159/000448681,Karger,2016,,
10.1159/000448184,Karger,2016,,
10.1159/000442674,Karger,2016,,
10.1159/000443340,Karger,2016,,
10.1159/000447602,Karger,2016,,
10.1159/000444280,Karger,2016,,
10.1159/000448429,Karger,2016,,
10.1159/000448844,Karger,2016,,
10.1159/000450549,Karger,2016,,
10.1159/000443649,Karger,2016,,
10.1159/000446370,Karger,2016,,
10.1159/000443963,Karger,2016,,
10.1159/000441952,Karger,2016,,
10.1159/000448624,Karger,2016,,
10.1159/000442001,Karger,2016,,
10.1159/000441458,Karger,2016,,
10.1159/000442292,Karger,2016,,
10.1159/000443333,Karger,2016,,
10.1159/000443511,Karger,2016,,
10.1159/000447267,Karger,2016,,
10.1159/000446536,Karger,2016,,
10.1159/000446537,Karger,2016,,
10.1159/000444686,Karger,2016,,
10.1159/000445354,Karger,2016,,
10.1159/000443991,Karger,2016,,
10.1159/000444330,Karger,2016,,
10.1159/000452958,Karger,2016,,
10.1159/000453529,Karger,2016,,
10.1159/000453588,Karger,2016,,
10.1159/000451031,Karger,2016,,
10.1159/000446610,Karger,2016,,
10.1159/000446817,Karger,2016,,
10.1159/000449015,Karger,2016,,
10.1177/0022002716658694,Sage,2016,,
10.1177/0170840616655483,Sage,2016,,
10.1177/0032258X16672470,Sage,2016,,
10.1177/1477370816684150,Sage,2016,,
10.1177/0275074016628176,Sage,2016,,
10.1177/0007650316629129,Sage,2016,,
10.1177/1059601116628720,Sage,2016,,
10.1177/0002764216632838,Sage,2016,,
10.1177/1476127016632758,Sage,2016,,
10.1177/1046878116635921,Sage,2016,,
10.1177/1464884916636142,Sage,2016,,
10.1177/1024258916635962,Sage,2016,,
10.1177/0306624X16636141,Sage,2016,,
10.1177/1046878116635468,Sage,2016,,
10.1177/0725513616638468,Sage,2016,,
10.1177/0734371X16639111,Sage,2016,,
10.1177/1088767916643827,Sage,2016,,
10.1177/1086026616647174,Sage,2016,,
10.1177/0021886316648774,Sage,2016,,
10.1177/1464884916648095,Sage,2016,,
10.1177/0007650316647951,Sage,2016,,
10.1177/1476127016648498,Sage,2016,,
10.1177/0018726716636945,Sage,2016,,
10.1177/1477370816649623,Sage,2016,,
10.1177/0306624X16648130,Sage,2016,,
10.1177/1046878116651023,Sage,2016,,
10.1177/1742715016651711,Sage,2016,,
10.1177/0149206316652481,Sage,2016,,
10.1177/1468796816653627,Sage,2016,,
10.1177/0952076716652934,Sage,2016,,
10.1177/0275074016651142,Sage,2016,,
10.1177/1748895816654204,Sage,2016,,
10.1177/0899764016659765,Sage,2016,,
10.1177/0002764216660141,Sage,2016,,
10.1177/0091450916662164,Sage,2016,,
10.1177/0091450916663247,Sage,2016,,
10.1177/0091450916663248,Sage,2016,,
10.1177/0170840616655489,Sage,2016,,
10.1177/1474885116659633,Sage,2016,,
10.1177/0149206316664007,Sage,2016,,
10.1177/1059601116666168,Sage,2016,,
10.1177/1046496416667816,Sage,2016,,
10.1177/1059601116669641,Sage,2016,,
10.1177/1354068816663039,Sage,2016,,
10.1177/1464884916671156,Sage,2016,,
10.1177/0734371X16671980,Sage,2016,,
10.1177/1465116516670266,Sage,2016,,
10.1177/1464884916671332,Sage,2016,,
10.1177/0022343316659334,Sage,2016,,
10.1177/1477370816671749,Sage,2016,,
10.1177/1087724X16672949,Sage,2016,,
10.1177/0010836716673088,Sage,2016,,
10.1177/0306624X16670951,Sage,2016,,
10.1177/0047287516672347,Sage,2016,,
10.1177/1477370816633725,Sage,2016,,
10.1177/1464884916675633,Sage,2016,,
10.1177/1477370816675375,Sage,2016,,
10.1177/0149206316673720,Sage,2016,,
10.1177/0266242616673421,Sage,2016,,
10.1177/1094670516679272,Sage,2016,,
10.1177/1464884916680371,Sage,2016,,
10.1177/0095399716680054,Sage,2016,,
10.1177/0306624X16682325,Sage,2016,,
10.1177/1477370816677620,Sage,2016,,
10.1177/0022427816680681,Sage,2016,,
10.1177/0020852316663312,Sage,2016,,
10.1177/0734371X16682815,Sage,2016,,
10.1177/1046878116683578,Sage,2016,,
10.1177/0010836716682393,Sage,2016,,
